0,34,0,0
1,33,0,1
2,33,0,1
3,33,0,1
4,33,0,1
5,33,0,1
6,33,0,1
7,33,0,1
8,33,0,1
9,33,0,1
10,32,0,2
11,32,0,2
12,32,0,2
13,32,0,2
14,31,0,3
15,30,1,3
16,27,1,6
17,23,1,10
18,21,1,12
19,19,1,14
20,18,1,15
21,17,1,16
22,13,1,20
23,10,2,22
24,9,2,23
25,8,2,24
26,6,2,26
27,5,3,26
28,5,4,25
29,5,5,24
30,4,7,23
31,4,8,22
32,4,9,21
33,4,12,18
34,4,13,17
35,4,16,14
36,4,18,12
37,4,21,9
38,4,23,7
39,4,24,6
40,4,25,5
41,4,25,5
42,4,27,3
43,4,28,2
44,4,28,2
45,4,28,2
46,4,28,2
47,4,29,1
48,4,29,1
49,4,30,0
