0,34,0,0
1,33,0,1
2,31,0,3
3,30,0,4
4,24,0,10
5,20,0,14
6,15,0,19
7,13,0,21
8,7,0,27
9,5,0,29
10,5,0,29
11,2,0,32
12,1,0,33
13,0,0,34
14,0,0,34
15,0,0,34
16,0,0,34
17,0,0,34
18,0,1,33
19,0,1,33
20,0,2,32
21,0,6,28
22,0,11,23
23,0,12,22
24,0,17,17
25,0,20,14
26,0,20,14
27,0,20,14
28,0,21,13
29,0,24,10
30,0,26,8
31,0,27,7
32,0,28,6
33,0,31,3
34,0,31,3
35,0,31,3
36,0,31,3
37,0,31,3
38,0,33,1
39,0,33,1
40,0,33,1
41,0,33,1
42,0,33,1
43,0,33,1
44,0,33,1
45,0,33,1
46,0,33,1
47,0,33,1
48,0,33,1
49,0,33,1
50,0,33,1
51,0,33,1
52,0,33,1
53,0,34,0
