0,34,0,0
1,33,0,1
2,33,0,1
3,32,0,2
4,30,0,4
5,29,0,5
6,24,0,10
7,22,0,12
8,19,0,15
9,19,0,15
10,19,0,15
11,19,0,15
12,18,0,16
13,18,0,16
14,18,0,16
15,18,0,16
16,17,0,17
17,15,0,19
18,14,0,20
19,13,1,20
20,12,1,21
21,9,2,23
22,7,3,24
23,6,3,25
24,5,3,26
25,5,4,25
26,5,6,23
27,5,10,19
28,3,10,21
29,2,11,21
30,2,11,21
31,1,11,22
32,1,12,21
33,1,15,18
34,1,15,18
35,1,17,16
36,1,17,16
37,1,18,15
38,1,21,12
39,1,23,10
40,1,24,9
41,1,25,8
42,1,25,8
43,1,26,7
44,1,28,5
45,1,29,4
46,1,30,3
47,1,30,3
48,1,30,3
49,1,30,3
50,1,31,2
51,1,31,2
52,1,31,2
53,1,31,2
54,1,32,1
55,1,33,0
