0,4039,0,0
1,4038,0,1
2,4035,0,4
3,3967,0,72
4,3825,0,214
5,3570,0,469
6,3024,0,1015
7,2366,0,1673
8,1591,0,2448
9,792,0,3247
10,432,0,3607
11,280,0,3759
12,197,0,3842
13,160,1,3878
14,137,16,3886
15,118,54,3867
16,107,143,3789
17,96,319,3624
18,82,574,3383
19,71,960,3008
20,61,1417,2561
21,53,1853,2133
22,43,2235,1761
23,33,2554,1452
24,27,2810,1202
25,23,3034,982
26,23,3212,804
27,20,3356,663
28,20,3482,537
29,20,3573,446
30,20,3635,384
31,20,3710,309
32,20,3763,256
33,20,3811,208
34,20,3839,180
35,20,3877,142
36,20,3900,119
37,20,3924,95
38,20,3948,71
39,20,3964,55
40,20,3980,39
41,20,3992,27
42,20,3997,22
43,20,3999,20
44,20,4005,14
45,20,4008,11
46,20,4012,7
47,20,4015,4
48,20,4016,3
49,20,4016,3
50,20,4017,2
51,20,4017,2
52,20,4017,2
53,20,4017,2
54,20,4017,2
55,20,4017,2
56,20,4017,2
57,20,4017,2
58,20,4018,1
59,20,4018,1
60,20,4019,0
